id,slug,title,ministry,state,category,is_central,benefit_summary,rules_count,docs_count,application_url,description,last_verified_at
1112,karnataka-phase-3-overseas-education-scholarship-for-ews,Karnataka Phase-3 Overseas Education Scholarship for EWS,"Department of Higher & School Education, Karnataka",Karnataka,Education,0,Overseas Education Scholarship for EWS,3,4,https://serviceonline.gov.in/karnataka,Educational loan interest subsidy for foreign universities. Implemented by Karnataka government for citizen welfare.,2026-08-01
1113,karnataka-phase-3-special-education-aid-for-divyang-students,Karnataka Phase-3 Special Education Aid for Divyang Students,"Department of Higher & School Education, Karnataka",Karnataka,Education,0,Special Education Aid for Divyang Students,3,4,https://serviceonline.gov.in/karnataka,"Assistive braille, hearing aids, and transport allowance for disabled students. Implemented by Karnataka government for citizen welfare.",2026-08-01
1114,karnataka-phase-3-matru-kalyan-nutrition-dbt,Karnataka Phase-3 Matru Kalyan & Nutrition DBT,"Department of Women & Child Development, Karnataka",Karnataka,Women & Child,0,Matru Kalyan & Nutrition DBT,2,4,https://serviceonline.gov.in/karnataka,Conditional cash transfer across pregnancy trimesters and post-natal care. Implemented by Karnataka government for citizen welfare.,2026-08-01
1149,kerala-fodder-cultivation-animal-care-grant,Kerala Fodder Cultivation & Animal Care Grant,"Department of Agriculture & Farmers Welfare, Kerala",Kerala,Agriculture,0,Fodder Cultivation & Animal Care Grant,3,3,https://serviceonline.gov.in/kerala,"Subsidized silage, quality seeds, and livestock health vaccination support. Implemented by Kerala government for citizen welfare.",2026-08-01
1115,karnataka-phase-3-mahila-swavalamban-livelihood-grant,Karnataka Phase-3 Mahila Swavalamban Livelihood Grant,"Department of Women & Child Development, Karnataka",Karnataka,Women & Child,0,Mahila Swavalamban Livelihood Grant,2,4,https://serviceonline.gov.in/karnataka,Revolving seed fund for women Self-Help Groups (SHGs) to start enterprises. Implemented by Karnataka government for citizen welfare.,2026-08-01
1116,karnataka-phase-3-kanya-vivah-marriage-assistance,Karnataka Phase-3 Kanya Vivah & Marriage Assistance,"Department of Women & Child Development, Karnataka",Karnataka,Women & Child,0,Kanya Vivah & Marriage Assistance,2,4,https://serviceonline.gov.in/karnataka,Direct financial grant for marriage of daughters from economically weaker families. Implemented by Karnataka government for citizen welfare.,2026-08-01
1117,karnataka-phase-3-working-women-hostel-transport-subsidy,Karnataka Phase-3 Working Women Hostel & Transport Subsidy,"Department of Women & Child Development, Karnataka",Karnataka,Women & Child,0,Working Women Hostel & Transport Subsidy,2,4,https://serviceonline.gov.in/karnataka,Subsidized secure safe housing and monthly urban commute pass. Implemented by Karnataka government for citizen welfare.,2026-08-01
1118,karnataka-phase-3-single-mother-destitute-women-pension,Karnataka Phase-3 Single Mother & Destitute Women Pension,"Department of Women & Child Development, Karnataka",Karnataka,Women & Child,0,Single Mother & Destitute Women Pension,2,4,https://serviceonline.gov.in/karnataka,Monthly social security pension for widowed and abandoned women. Implemented by Karnataka government for citizen welfare.,2026-08-01
1119,karnataka-phase-3-sukanya-samriddhi-high-interest-top-up,Karnataka Phase-3 Sukanya Samriddhi High-Interest Top-Up,"Department of Women & Child Development, Karnataka",Karnataka,Women & Child,0,Sukanya Samriddhi High-Interest Top-Up,2,4,https://serviceonline.gov.in/karnataka,State government interest subsidy top-up on girl child savings accounts. Implemented by Karnataka government for citizen welfare.,2026-08-01
1120,karnataka-phase-3-universal-cashless-health-insurance,Karnataka Phase-3 Universal Cashless Health Insurance,"Department of Health & Family Welfare, Karnataka",Karnataka,Healthcare,0,Universal Cashless Health Insurance,2,3,https://serviceonline.gov.in/karnataka,Annual cashless hospitalization and surgical treatment cover in network hospitals. Implemented by Karnataka government for citizen welfare.,2026-08-01
1121,karnataka-phase-3-critical-illness-relief-fund-cancer-kidney,Karnataka Phase-3 Critical Illness Relief Fund (Cancer & Kidney),"Department of Health & Family Welfare, Karnataka",Karnataka,Healthcare,0,Critical Illness Relief Fund (Cancer & Kidney),2,3,https://serviceonline.gov.in/karnataka,"One-time financial relief grant for dialysis, chemotherapy, and heart surgery. Implemented by Karnataka government for citizen welfare.",2026-08-01
1122,karnataka-phase-3-free-diagnostic-tests-medicine-scheme,Karnataka Phase-3 Free Diagnostic Tests & Medicine Scheme,"Department of Health & Family Welfare, Karnataka",Karnataka,Healthcare,0,Free Diagnostic Tests & Medicine Scheme,2,3,https://serviceonline.gov.in/karnataka,100% free prescription drugs and pathology tests at government clinics. Implemented by Karnataka government for citizen welfare.,2026-08-01
1123,karnataka-phase-3-senior-citizen-specialized-geriatric-care,Karnataka Phase-3 Senior Citizen Specialized Geriatric Care,"Department of Health & Family Welfare, Karnataka",Karnataka,Healthcare,0,Senior Citizen Specialized Geriatric Care,2,3,https://serviceonline.gov.in/karnataka,"Free cataract surgeries, hearing aids, and doorstep chronic care medicine. Implemented by Karnataka government for citizen welfare.",2026-08-01
1124,karnataka-phase-3-emergency-accidental-trauma-insurance,Karnataka Phase-3 Emergency Accidental Trauma Insurance,"Department of Health & Family Welfare, Karnataka",Karnataka,Healthcare,0,Emergency Accidental Trauma Insurance,2,3,https://serviceonline.gov.in/karnataka,Immediate cashless golden-hour emergency trauma care coverage. Implemented by Karnataka government for citizen welfare.,2026-08-01
1125,karnataka-phase-3-old-age-social-security-pension,Karnataka Phase-3 Old Age Social Security Pension,"Department of Social Justice & Empowerment, Karnataka",Karnataka,Social Welfare,0,Old Age Social Security Pension,2,4,https://serviceonline.gov.in/karnataka,Monthly direct benefit transfer pension for elderly citizens aged 60 and above. Implemented by Karnataka government for citizen welfare.,2026-08-01
1126,karnataka-phase-3-divyangjan-disability-monthly-pension,Karnataka Phase-3 Divyangjan Disability Monthly Pension,"Department of Social Justice & Empowerment, Karnataka",Karnataka,Social Welfare,0,Divyangjan Disability Monthly Pension,2,4,https://serviceonline.gov.in/karnataka,Monthly financial support and motorized tricycle allowance for disabled persons. Implemented by Karnataka government for citizen welfare.,2026-08-01
1127,karnataka-phase-3-antyodaya-subsidized-food-security,Karnataka Phase-3 Antyodaya Subsidized Food Security,"Department of Social Justice & Empowerment, Karnataka",Karnataka,Social Welfare,0,Antyodaya Subsidized Food Security,2,4,https://serviceonline.gov.in/karnataka,Subsidized monthly ration of 35kg foodgrains for poorest-of-poor households. Implemented by Karnataka government for citizen welfare.,2026-08-01
1128,karnataka-phase-3-sanitation-workers-rehabilitation-grant,Karnataka Phase-3 Sanitation Workers Rehabilitation Grant,"Department of Social Justice & Empowerment, Karnataka",Karnataka,Social Welfare,0,Sanitation Workers Rehabilitation Grant,3,4,https://serviceonline.gov.in/karnataka,Capital subsidy and skill retraining for sanitary workers and sewer workers. Implemented by Karnataka government for citizen welfare.,2026-08-01
1129,karnataka-phase-3-tribal-livelihood-forest-produce-grant,Karnataka Phase-3 Tribal Livelihood & Forest Produce Grant,"Department of Social Justice & Empowerment, Karnataka",Karnataka,Social Welfare,0,Tribal Livelihood & Forest Produce Grant,3,4,https://serviceonline.gov.in/karnataka,Direct procurement support and value addition subsidy for minor forest produce. Implemented by Karnataka government for citizen welfare.,2026-08-01
1130,karnataka-phase-3-youth-apprenticeship-monthly-stipend,Karnataka Phase-3 Youth Apprenticeship Monthly Stipend,"Department of Skill Development & Employment, Karnataka",Karnataka,Employment & Skills,0,Youth Apprenticeship Monthly Stipend,3,3,https://serviceonline.gov.in/karnataka,Direct government stipend top-up for technical industrial apprenticeships. Implemented by Karnataka government for citizen welfare.,2026-08-01
1131,karnataka-phase-3-artisan-craftsman-modern-tool-kit-grant,Karnataka Phase-3 Artisan & Craftsman Modern Tool Kit Grant,"Department of Skill Development & Employment, Karnataka",Karnataka,Employment & Skills,0,Artisan & Craftsman Modern Tool Kit Grant,3,3,https://serviceonline.gov.in/karnataka,Free motorized toolkits and collateral-free micro credit for traditional artisans. Implemented by Karnataka government for citizen welfare.,2026-08-01
1132,karnataka-phase-3-rural-youth-driving-heavy-machinery-training,Karnataka Phase-3 Rural Youth Driving & Heavy Machinery Training,"Department of Skill Development & Employment, Karnataka",Karnataka,Employment & Skills,0,Rural Youth Driving & Heavy Machinery Training,3,3,https://serviceonline.gov.in/karnataka,100% sponsored commercial vehicle and excavator driver training. Implemented by Karnataka government for citizen welfare.,2026-08-01
1133,karnataka-phase-3-it-emerging-tech-bootcamp-voucher,Karnataka Phase-3 IT & Emerging Tech Bootcamp Voucher,"Department of Skill Development & Employment, Karnataka",Karnataka,Employment & Skills,0,IT & Emerging Tech Bootcamp Voucher,3,3,https://serviceonline.gov.in/karnataka,"Full tuition sponsorship for AI, Cloud, and Software certification bootcamps. Implemented by Karnataka government for citizen welfare.",2026-08-01
1134,karnataka-phase-3-self-employment-micro-credit-guarantee,Karnataka Phase-3 Self-Employment Micro-Credit Guarantee,"Department of Skill Development & Employment, Karnataka",Karnataka,Employment & Skills,0,Self-Employment Micro-Credit Guarantee,3,3,https://serviceonline.gov.in/karnataka,Collateral-free subsidized loan up to ₹5 Lakh for starting local enterprises. Implemented by Karnataka government for citizen welfare.,2026-08-01
1135,karnataka-phase-3-pucca-house-construction-subsidy,Karnataka Phase-3 Pucca House Construction Subsidy,"Department of Housing & Urban Development, Karnataka",Karnataka,Housing,0,Pucca House Construction Subsidy,2,4,https://serviceonline.gov.in/karnataka,Direct installment financial grant for building disaster-resilient pucca home. Implemented by Karnataka government for citizen welfare.,2026-08-01
1136,karnataka-phase-3-rooftop-solar-green-energy-assistance,Karnataka Phase-3 Rooftop Solar & Green Energy Assistance,"Department of Housing & Urban Development, Karnataka",Karnataka,Housing,0,Rooftop Solar & Green Energy Assistance,2,4,https://serviceonline.gov.in/karnataka,Capital subsidy for grid-connected rooftop solar installation for homeowners. Implemented by Karnataka government for citizen welfare.,2026-08-01
1137,karnataka-phase-3-slum-rehabilitation-ews-flat-allocation,Karnataka Phase-3 Slum Rehabilitation & EWS Flat Allocation,"Department of Housing & Urban Development, Karnataka",Karnataka,Housing,0,Slum Rehabilitation & EWS Flat Allocation,2,4,https://serviceonline.gov.in/karnataka,Subsidized ownership allotment of 1BHK flats with basic civic amenities. Implemented by Karnataka government for citizen welfare.,2026-08-01
1138,karnataka-phase-3-rural-toilet-water-tap-incentive,Karnataka Phase-3 Rural Toilet & Water Tap Incentive,"Department of Housing & Urban Development, Karnataka",Karnataka,Housing,0,Rural Toilet & Water Tap Incentive,2,4,https://serviceonline.gov.in/karnataka,Financial assistance for individual household latrines and clean piped tap. Implemented by Karnataka government for citizen welfare.,2026-08-01
1139,karnataka-phase-3-micro-enterprise-collateral-free-loan,Karnataka Phase-3 Micro Enterprise Collateral-Free Loan,"Department of MSME & Industries, Karnataka",Karnataka,Business & Finance,0,Micro Enterprise Collateral-Free Loan,3,4,https://serviceonline.gov.in/karnataka,Guaranteed working capital and equipment loan up to ₹10 Lakh at subsidized interest. Implemented by Karnataka government for citizen welfare.,2026-08-01
1140,karnataka-phase-3-women-entrepreneur-startup-grant,Karnataka Phase-3 Women Entrepreneur Startup Grant,"Department of MSME & Industries, Karnataka",Karnataka,Business & Finance,0,Women Entrepreneur Startup Grant,3,4,https://serviceonline.gov.in/karnataka,Seed funding capital grant for innovative women-founded MSME ventures. Implemented by Karnataka government for citizen welfare.,2026-08-01
1141,karnataka-phase-3-export-promotion-quality-certification-subsidy,Karnataka Phase-3 Export Promotion & Quality Certification Subsidy,"Department of MSME & Industries, Karnataka",Karnataka,Business & Finance,0,Export Promotion & Quality Certification Subsidy,3,4,https://serviceonline.gov.in/karnataka,"Reimbursement for ISO, ZED, and international trade mark registration costs. Implemented by Karnataka government for citizen welfare.",2026-08-01
1142,karnataka-phase-3-credit-linked-capital-subsidy-for-tech-upgradation,Karnataka Phase-3 Credit Linked Capital Subsidy for Tech Upgradation,"Department of MSME & Industries, Karnataka",Karnataka,Business & Finance,0,Credit Linked Capital Subsidy for Tech Upgradation,3,4,https://serviceonline.gov.in/karnataka,15% upfront capital subsidy for machinery modernization in manufacturing. Implemented by Karnataka government for citizen welfare.,2026-08-01
1143,karnataka-phase-3-e-vehicle-green-mobility-subsidy,Karnataka Phase-3 E-Vehicle & Green Mobility Subsidy,"Department of Environment, Forests & Climate, Karnataka",Karnataka,General,0,E-Vehicle & Green Mobility Subsidy,2,3,https://serviceonline.gov.in/karnataka,Direct cash incentive on purchase of electric 2-wheelers and 3-wheelers. Implemented by Karnataka government for citizen welfare.,2026-08-01
